Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,All Maps,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,phoenix,100%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,astra,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,neon,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,vyse,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,sova,100%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,fade,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,chamber,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,viper,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,omen,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,raze,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,yoru,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Ascent,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,phoenix,100%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,astra,100%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,neon,100%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,vyse,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,sova,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,fade,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,chamber,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,viper,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,omen,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,raze,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,yoru,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Pearl,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,phoenix,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,astra,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,neon,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,vyse,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,sova,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,fade,100%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,chamber,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,viper,100%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,omen,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,raze,50%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,yoru,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Upper Final,Split,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,neon,80%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,phoenix,70%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,astra,60%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,chamber,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,fade,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,sova,40%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,vyse,30%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,brimstone,20%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,viper,20%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,omen,20%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,waylay,10%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,tejo,10%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,sage,10%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,raze,10%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,yoru,10%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,breach,10%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,All Maps,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,neon,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,phoenix,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,astra,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,chamber,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,fade,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,sova,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,vyse,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,viper,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,omen,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,raze,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,yoru,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Ascent,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,neon,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,phoenix,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,astra,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,chamber,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,fade,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,sova,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,vyse,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,brimstone,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,viper,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,omen,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,waylay,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,tejo,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,sage,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,raze,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,yoru,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,breach,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Fracture,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,neon,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,phoenix,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,astra,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,chamber,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,fade,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,sova,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,vyse,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,viper,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,omen,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,raze,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,yoru,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Haven,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,neon,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,phoenix,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,astra,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,chamber,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,fade,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,sova,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,vyse,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,viper,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,omen,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,raze,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,yoru,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Pearl,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,neon,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,phoenix,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,astra,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,chamber,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,fade,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,sova,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,vyse,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,viper,100%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,omen,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,raze,50%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,yoru,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,jett,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,cypher,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Grand Final,Split,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,omen,75%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,neon,63%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,sova,50%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,phoenix,38%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,raze,38%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,viper,38%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,cypher,38%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,skye,25%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,jett,25%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,harbor,25%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,fade,25%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,vyse,25%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,kayo,13%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,sage,13%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,astra,13%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,chamber,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,All Maps,yoru,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,omen,100%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,neon,50%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,sova,100%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,phoenix,100%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,raze,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,viper,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,cypher,100%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,jett,50%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,harbor,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,fade,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,vyse,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,kayo,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,sage,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,astra,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,tejo,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,veto,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,waylay,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,miks,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,reyna,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,breach,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,killjoy,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,iso,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,gekko,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,deadlock,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,clove,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,chamber,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,brimstone,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Haven,yoru,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,omen,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,neon,50%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,sova,100%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,phoenix,50%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,raze,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,viper,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,cypher,50%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,skye,0%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,jett,50%
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,Breeze,harbor,100%
